"CatalogProductId","CatalogProductName","Color","HexCode","Size","SKU","GTIN","CarolinaMadePartId","SanMarPartId","SSActivewear_SKU","AlphabroderPartId"
"BC3001","Bella + Canvas Jersey Tee","Aqua","#0DA5E0","XS","2597516379","00884913156692","CV3001AQUXS","1293611","B00606042","B002CN092"
"BC3001","Bella + Canvas Jersey Tee","Aqua","#0DA5E0","S","4217664650","00884913156708","CV3001AQUS","1293612","B00606043","B002CN093"
"BC3001","Bella + Canvas Jersey Tee","Aqua","#0DA5E0","M","3537346011","00884913156715","CV3001AQUM","1293613","B00606044","B002CN094"
"BC3001","Bella + Canvas Jersey Tee","Aqua","#0DA5E0","L","4979468887","00884913156722","CV3001AQUL","1293614","B00606045","B002CN095"
"BC3001","Bella + Canvas Jersey Tee","Aqua","#0DA5E0","XL","4596383051","00884913156739","CV3001AQUXL","1293615","B00606046","B002CN096"
"BC3001","Bella + Canvas Jersey Tee","Aqua","#0DA5E0","2XL","9825035954","00884913156746","CV3001AQUXXL","1293621","B00606047","B002CN097"
"BC3001","Bella + Canvas Jersey Tee","Aqua","#0DA5E0","3XL","5234189770","00884913156753","CV3001AQU3X","1293632","B00606048","B002CN098"
"BC3001","Bella + Canvas Jersey Tee","Aqua","#0DA5E0","4XL","4456080984","00884913156760","N/A","1293643","B00606049","B002CN099"
"BC3001","Bella + Canvas Jersey Tee","Aqua","#0DA5E0","5XL","6557520228",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Army","#4E453C","XS","2334403789","00884913403383","N/A","1293651","B00606612","B002CN582"
"BC3001","Bella + Canvas Jersey Tee","Army","#4E453C","S","5585904470","00846503015604","N/A","1293652","B00606613","B002CN583"
"BC3001","Bella + Canvas Jersey Tee","Army","#4E453C","M","1787780143","00846503015611","N/A","1293653","B00606614","B002CN584"
"BC3001","Bella + Canvas Jersey Tee","Army","#4E453C","L","9580361084","00846503015628","N/A","1293654","B00606615","B002CN585"
"BC3001","Bella + Canvas Jersey Tee","Army","#4E453C","XL","2095671047","00846503015635","N/A","1293655","B00606616","B002CN586"
"BC3001","Bella + Canvas Jersey Tee","Army","#4E453C","2XL","3278691587","00846503015642","N/A","1293661","B00606617","B002CN587"
"BC3001","Bella + Canvas Jersey Tee","Army","#4E453C","3XL","4296375712","00884913403390","N/A","1293672","B00606618","B002CN588"
"BC3001","Bella + Canvas Jersey Tee","Army","#4E453C","4XL","1531517021","00884913403406","N/A","1293683","B00606619","B002CN589"
"BC3001","Bella + Canvas Jersey Tee","Army","#4E453C","5XL","4517181718",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Ash","#C1BCBD","XS","3289551193","00884913234284","CV3001ASHXS","1293691","B00606022","B002CNAP2"
"BC3001","Bella + Canvas Jersey Tee","Ash","#C1BCBD","S","3651613970","00884913234291","CV3001ASHS","1293692","B00606023","B002CNAP3"
"BC3001","Bella + Canvas Jersey Tee","Ash","#C1BCBD","M","8655644838","00884913234307","CV3001ASHM","1293693","B00606024","B002CNAP4"
"BC3001","Bella + Canvas Jersey Tee","Ash","#C1BCBD","L","9182078830","00884913234314","CV3001ASHL","1293694","B00606025","B002CNAP5"
"BC3001","Bella + Canvas Jersey Tee","Ash","#C1BCBD","XL","6476472001","00884913234321","CV3001ASHXL","1293695","B00606026","B002CNAP6"
"BC3001","Bella + Canvas Jersey Tee","Ash","#C1BCBD","2XL","6850820663","00884913234338","CV3001ASHXXL","1293701","B00606027","B002CNAP7"
"BC3001","Bella + Canvas Jersey Tee","Ash","#C1BCBD","3XL","8148593323","00884913234345","CV3001ASH3X","1293712","B00606028","B002CNAP8"
"BC3001","Bella + Canvas Jersey Tee","Ash","#C1BCBD","4XL","7975451118","00884913234352","N/A","1293723","B00606029","B002CNAP9"
"BC3001","Bella + Canvas Jersey Tee","Ash","#C1BCBD","5XL","9822984327",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Asphalt","#404447","XS","7818745497","00884913111271","CV3001ASPXS","1293731","B00606092","B002CN332"
"BC3001","Bella + Canvas Jersey Tee","Asphalt","#404447","S","1994054001","00884913111288","CV3001ASPS","1293732","B00606093","B002CN333"
"BC3001","Bella + Canvas Jersey Tee","Asphalt","#404447","M","4430098437","00884913111295","CV3001ASPM","1293733","B00606094","B002CN334"
"BC3001","Bella + Canvas Jersey Tee","Asphalt","#404447","L","5005963258","00884913111301","CV3001ASPL","1293734","B00606095","B002CN335"
"BC3001","Bella + Canvas Jersey Tee","Asphalt","#404447","XL","7011543593","00884913111318","CV3001ASPXL","1293735","B00606096","B002CN336"
"BC3001","Bella + Canvas Jersey Tee","Asphalt","#404447","2XL","6044482242","00884913111325","CV3001ASPXXL","1293741","B00606097","B002CN337"
"BC3001","Bella + Canvas Jersey Tee","Asphalt","#404447","3XL","2312620803","00884913111332","CV3001ASP3X","1293752","B00606098","B002CN338"
"BC3001","Bella + Canvas Jersey Tee","Asphalt","#404447","4XL","9745432420","00884913156777","N/A","1293763","B00606099","B002CN339"
"BC3001","Bella + Canvas Jersey Tee","Asphalt","#404447","5XL","5013085650",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Atlantic","#000000","XS","3738091738","00884913771826","N/A","N/A","B00606072","B002CN742"
"BC3001","Bella + Canvas Jersey Tee","Atlantic","#000000","S","6189544881","00884913771833","N/A","N/A","B00606073","B002CN743"
"BC3001","Bella + Canvas Jersey Tee","Atlantic","#000000","M","3603549835","00884913771840","N/A","N/A","B00606074","B002CN744"
"BC3001","Bella + Canvas Jersey Tee","Atlantic","#000000","L","8512504293","00884913771857","N/A","N/A","B00606075","B002CN745"
"BC3001","Bella + Canvas Jersey Tee","Atlantic","#000000","XL","3198772191","00884913771864","N/A","N/A","B00606076","B002CN746"
"BC3001","Bella + Canvas Jersey Tee","Atlantic","#000000","2XL","7976464186","00884913771871","N/A","N/A","B00606077","B002CN747"
"BC3001","Bella + Canvas Jersey Tee","Atlantic","#000000","3XL","6015215949","00884913771888","N/A","N/A","B00606078","B002CN748"
"BC3001","Bella + Canvas Jersey Tee","Atlantic","#000000","4XL","1166311766","00884913771895","N/A","N/A","B00606079","B002CN749"
"BC3001","Bella + Canvas Jersey Tee","Atlantic","#000000","5XL","2784450600",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Autumn","#D15A15","XS","8334927458","00884913645042","CV3001AUTXS","1409801","B00606942","B002CND22"
"BC3001","Bella + Canvas Jersey Tee","Autumn","#D15A15","S","5971159315","00884913645059","CV3001AUTS","1409802","B00606943","B002CND23"
"BC3001","Bella + Canvas Jersey Tee","Autumn","#D15A15","M","9032493172","00884913645066","CV3001AUTM","1409803","B00606944","B002CND24"
"BC3001","Bella + Canvas Jersey Tee","Autumn","#D15A15","L","2573272671","00884913645073","CV3001AUTL","1409804","B00606945","B002CND25"
"BC3001","Bella + Canvas Jersey Tee","Autumn","#D15A15","XL","3579354906","00884913645080","CV3001AUTXL","1409805","B00606946","B002CND26"
"BC3001","Bella + Canvas Jersey Tee","Autumn","#D15A15","2XL","6622682590","00884913645097","CV3001AUTXXL","1409811","B00606947","B002CND27"
"BC3001","Bella + Canvas Jersey Tee","Autumn","#D15A15","3XL","7861329265","00884913645103","CV3001AUT3X","1409822","B00606948","B002CND28"
"BC3001","Bella + Canvas Jersey Tee","Autumn","#D15A15","4XL","5153924692","00884913645110","N/A","1409833","B00606949","B002CND29"
"BC3001","Bella + Canvas Jersey Tee","Autumn","#D15A15","5XL","2713264289",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue","#86BDE0","XS","4495740645","00884913285408","CV3001BABXS","1293811","B00606282","B002CN552"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue","#86BDE0","S","9292170901","00884913286801","CV3001BABS","1293812","B00606283","B002CN553"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue","#86BDE0","M","8782658689","00884913286887","CV3001BABM","1293813","B00606284","B002CN554"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue","#86BDE0","L","5152335701","00884913285163","CV3001BABL","1293814","B00606285","B002CN555"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue","#86BDE0","XL","2256471573","00884913285248","CV3001BABXL","1293815","B00606286","B002CN556"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue","#86BDE0","2XL","5380308245","00884913285323","CV3001BABXXL","1293821","B00606287","B002CN557"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue","#86BDE0","3XL","3804748069","00884913285484","CV3001BAB3X","1293832","B00606288","B002CN558"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue","#86BDE0","4XL","5560844682","00884913285507","N/A","1293843","B00606289","B002CN559"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue","#86BDE0","5XL","5370512252",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue copy","#82B5D6","XS","6432477201",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue copy","#82B5D6","S","9071112569",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue copy","#82B5D6","M","3865815934",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue copy","#82B5D6","L","7703905142",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue copy","#82B5D6","XL","4577110878",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue copy","#82B5D6","2XL","5675341381",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue copy","#82B5D6","3XL","5161533786",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue copy","#82B5D6","4XL","2390854199",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Baby Blue copy","#82B5D6","5XL","6846157241",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Berry","#BC3778","XS","1379094387","00884913111066","CV3001BERXS","1293851","B00606032","B002CN352"
"BC3001","Bella + Canvas Jersey Tee","Berry","#BC3778","S","9352706459","00884913111073","CV3001BERS","1293852","B00606033","B002CN353"
"BC3001","Bella + Canvas Jersey Tee","Berry","#BC3778","M","6779685478","00884913111080","CV3001BERM","1293853","B00606034","B002CN354"
"BC3001","Bella + Canvas Jersey Tee","Berry","#BC3778","L","8809707789","00884913111097","CV3001BERL","1293854","B00606035","B002CN355"
"BC3001","Bella + Canvas Jersey Tee","Berry","#BC3778","XL","9033082674","00884913111103","CV3001BERXL","1293855","B00606036","B002CN356"
"BC3001","Bella + Canvas Jersey Tee","Berry","#BC3778","2XL","3820695316","00884913111110","CV3001BERXXL","1293861","B00606037","B002CN357"
"BC3001","Bella + Canvas Jersey Tee","Berry","#BC3778","3XL","7203167690","00884913111127","CV3001BER3X","1293872","B00606038","B002CN358"
"BC3001","Bella + Canvas Jersey Tee","Berry","#BC3778","4XL","2713076076","00884913156791","N/A","1293883","B00606039","B002CN359"
"BC3001","Bella + Canvas Jersey Tee","Berry","#BC3778","5XL","8263714552",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Black","#000000","XS","4108920148","00884913056879","CV3001BLAXS","1293891","B00606502","B002CN512"
"BC3001","Bella + Canvas Jersey Tee","Black","#000000","S","1476455386","00846503015659","CV3001BLAS","1293892","B00606503","B002CN513"
"BC3001","Bella + Canvas Jersey Tee","Black","#000000","M","5189391136","00846503015666","CV3001BLAM","1293893","B00606504","B002CN514"
"BC3001","Bella + Canvas Jersey Tee","Black","#000000","L","6478567691","00846503015673","CV3001BLAL","1293894","B00606505","B002CN515"
"BC3001","Bella + Canvas Jersey Tee","Black","#000000","XL","3038435174","00846503015680","CV3001BLAXL","1293895","B00606506","B002CN516"
"BC3001","Bella + Canvas Jersey Tee","Black","#000000","2XL","1691586581","00846503015697","CV3001BLAXXL","1293901","B00606507","B002CN517"
"BC3001","Bella + Canvas Jersey Tee","Black","#000000","3XL","2535510826","00884913054554","CV3001BLA3X","1293912","B00606508","B002CN518"
"BC3001","Bella + Canvas Jersey Tee","Black","#000000","4XL","4786512793","00884913156838","CV3001BLA4X","1293923","B00606509","B002CN519"
"BC3001","Bella + Canvas Jersey Tee","Black","#000000","5XL","2767789546","00884913656277","N/A","N/A","B00606500","B002CN510"
"BC3001","Bella + Canvas Jersey Tee","Brown","#552A0C","XS","8560774491","00884913056886","N/A","1293971","B00606552","B002CN482"
"BC3001","Bella + Canvas Jersey Tee","Brown","#552A0C","S","1473060357","00846503015703","N/A","1293972","B00606553","B002CN483"
"BC3001","Bella + Canvas Jersey Tee","Brown","#552A0C","M","4262659014","00846503015710","N/A","1293973","B00606554","B002CN484"
"BC3001","Bella + Canvas Jersey Tee","Brown","#552A0C","L","1646110710","00846503015727","N/A","1293974","B00606555","B002CN485"
"BC3001","Bella + Canvas Jersey Tee","Brown","#552A0C","XL","4744643601","00846503015734","N/A","1293975","B00606556","B002CN486"
"BC3001","Bella + Canvas Jersey Tee","Brown","#552A0C","2XL","5051900377","00846503015741","N/A","1293981","B00606557","B002CN487"
"BC3001","Bella + Canvas Jersey Tee","Brown","#552A0C","3XL","6434490301","00884913054561","N/A","1293992","B00606558","B002CN488"
"BC3001","Bella + Canvas Jersey Tee","Brown","#552A0C","4XL","2054133492","00884913156814","N/A","1294003","B00606559","B002CN489"
"BC3001","Bella + Canvas Jersey Tee","Brown","#552A0C","5XL","8820377710",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Burnt Orange","#D2632F","XS","6870546759","00884913056893","CV3001BUOXS","1294011","B00606662","B002CN192"
"BC3001","Bella + Canvas Jersey Tee","Burnt Orange","#D2632F","S","8455436041","00846503054573","CV3001BUOS","1294012","B00606663","B002CN193"
"BC3001","Bella + Canvas Jersey Tee","Burnt Orange","#D2632F","M","2594100854","00846503054580","CV3001BUOM","1294013","B00606664","B002CN194"
"BC3001","Bella + Canvas Jersey Tee","Burnt Orange","#D2632F","L","4727918127","00846503054597","CV3001BUOL","1294014","B00606665","B002CN195"
"BC3001","Bella + Canvas Jersey Tee","Burnt Orange","#D2632F","XL","1439461434","00846503054603","CV3001BUOXL","1294015","B00606666","B002CN196"
"BC3001","Bella + Canvas Jersey Tee","Burnt Orange","#D2632F","2XL","6631640474","00846503054610","CV3001BUOXXL","1294021","B00606667","B002CN197"
"BC3001","Bella + Canvas Jersey Tee","Burnt Orange","#D2632F","3XL","4998601721","00884913054578","CV3001BUO3X","1294032","B00606668","B002CN198"
"BC3001","Bella + Canvas Jersey Tee","Burnt Orange","#D2632F","4XL","1396903864","00884913156845","N/A","1294043","B00606669","B002CN199"
"BC3001","Bella + Canvas Jersey Tee","Burnt Orange","#D2632F","5XL","3239471094",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Canvas Red","#891520","XS","8500626471","00884913056909","CV3001CREXS","1294051","B00606702","B002CN172"
"BC3001","Bella + Canvas Jersey Tee","Canvas Red","#891520","S","1689187915","00846503054627","CV3001CRES","1294052","B00606703","B002CN173"
"BC3001","Bella + Canvas Jersey Tee","Canvas Red","#891520","M","1787199485","00846503054634","CV3001CREM","1294053","B00606704","B002CN174"
"BC3001","Bella + Canvas Jersey Tee","Canvas Red","#891520","L","6759220602","00846503054641","CV3001CREL","1294054","B00606705","B002CN175"
"BC3001","Bella + Canvas Jersey Tee","Canvas Red","#891520","XL","2903958498","00846503054658","CV3001CREXL","1294055","B00606706","B002CN176"
"BC3001","Bella + Canvas Jersey Tee","Canvas Red","#891520","2XL","5428993886","00846503054665","CV3001CREXXL","1294061","B00606707","B002CN177"
"BC3001","Bella + Canvas Jersey Tee","Canvas Red","#891520","3XL","9524469753","00884913056916","CV3001CRE3X","1294072","B00606708","B002CN178"
"BC3001","Bella + Canvas Jersey Tee","Canvas Red","#891520","4XL","9981387217","00884913156852","N/A","1294083","B00606709","B002CN179"
"BC3001","Bella + Canvas Jersey Tee","Canvas Red","#891520","5XL","4178100012",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Cardinal","#8C1C2C","XS","2501049139","00884913157255","CV3001CARXS","1294091","B00606522","B002CN342"
"BC3001","Bella + Canvas Jersey Tee","Cardinal","#8C1C2C","S","5806455509","00846503015758","CV3001CARS","1294092","B00606523","B002CN343"
"BC3001","Bella + Canvas Jersey Tee","Cardinal","#8C1C2C","M","5102567756","00846503015765","CV3001CARM","1294093","B00606524","B002CN344"
"BC3001","Bella + Canvas Jersey Tee","Cardinal","#8C1C2C","L","4168794318","00846503015772","CV3001CARL","1294094","B00606525","B002CN345"
"BC3001","Bella + Canvas Jersey Tee","Cardinal","#8C1C2C","XL","6663526876","00846503015789","CV3001CARXL","1294095","B00606526","B002CN346"
"BC3001","Bella + Canvas Jersey Tee","Cardinal","#8C1C2C","2XL","3578823656","00846503015796","CV3001CARXXL","1294101","B00606527","B002CN347"
"BC3001","Bella + Canvas Jersey Tee","Cardinal","#8C1C2C","3XL","3632515237","00884913156869","CV3001CAR3X","1294112","B00606528","B002CN348"
"BC3001","Bella + Canvas Jersey Tee","Cardinal","#8C1C2C","4XL","7204787944","00884913156876","N/A","1294123","B00606529","B002CN349"
"BC3001","Bella + Canvas Jersey Tee","Cardinal","#8C1C2C","5XL","3558365749",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Carolina Blue","#799ACF","XS","1833197693","00884913830882","CV3001CBLXS","N/A","B00606842","B002CNHB2"
"BC3001","Bella + Canvas Jersey Tee","Carolina Blue","#799ACF","S","3874084355","00884913830899","CV3001CBLS","N/A","B00606843","B002CNHB3"
"BC3001","Bella + Canvas Jersey Tee","Carolina Blue","#799ACF","M","9111819307","00884913830905","CV3001CBLM","N/A","B00606844","B002CNHB4"
"BC3001","Bella + Canvas Jersey Tee","Carolina Blue","#799ACF","L","9877990197","00884913830912","CV3001CBLL","N/A","B00606845","B002CNHB5"
"BC3001","Bella + Canvas Jersey Tee","Carolina Blue","#799ACF","XL","6891224056","00884913830929","CV3001CBLXL","N/A","B00606846","B002CNHB6"
"BC3001","Bella + Canvas Jersey Tee","Carolina Blue","#799ACF","2XL","6839646916","00884913830936","CV3001CBLXXL","N/A","B00606847","B002CNHB7"
"BC3001","Bella + Canvas Jersey Tee","Carolina Blue","#799ACF","3XL","5419709761","00884913830943","CV3001CBL3X","N/A","B00606848","B002CNHB8"
"BC3001","Bella + Canvas Jersey Tee","Carolina Blue","#799ACF","4XL","3498714613","00884913830950","CV3001CBL4X","N/A","B00606849","B002CNHB9"
"BC3001","Bella + Canvas Jersey Tee","Carolina Blue","#799ACF","5XL","7458051669",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Charity Pink","#EF699B","XS","2172184808","00884913639638","CV3001CHPXS","1294131","B00606452","B002CND12"
"BC3001","Bella + Canvas Jersey Tee","Charity Pink","#EF699B","S","6297282038","00884913639645","CV3001CHPS","1294132","B00606453","B002CND13"
"BC3001","Bella + Canvas Jersey Tee","Charity Pink","#EF699B","M","4546393360","00884913639652","CV3001CHPM","1294133","B00606454","B002CND14"
"BC3001","Bella + Canvas Jersey Tee","Charity Pink","#EF699B","L","7548368770","00884913639669","CV3001CHPL","1294134","B00606455","B002CND15"
"BC3001","Bella + Canvas Jersey Tee","Charity Pink","#EF699B","XL","4819501876","00884913639676","CV3001CHPXL","1294135","B00606456","B002CND16"
"BC3001","Bella + Canvas Jersey Tee","Charity Pink","#EF699B","2XL","4284959271","00884913639683","CV3001CHPXXL","1294141","B00606457","B002CND17"
"BC3001","Bella + Canvas Jersey Tee","Charity Pink","#EF699B","3XL","4980186944","00884913639690","CV3001CHP3X","1294152","B00606458","B002CND18"
"BC3001","Bella + Canvas Jersey Tee","Charity Pink","#EF699B","4XL","5760255122","00884913639706","N/A","1294163","B00606459","B002CND19"
"BC3001","Bella + Canvas Jersey Tee","Charity Pink","#EF699B","5XL","8894834405",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Chestnut","#936655","XS","1944805629","00884913771901","N/A","N/A","B00606102","B002CN772"
"BC3001","Bella + Canvas Jersey Tee","Chestnut","#936655","S","5589738112","00884913771918","N/A","N/A","B00606103","B002CN773"
"BC3001","Bella + Canvas Jersey Tee","Chestnut","#936655","M","9084945725","00884913771925","N/A","N/A","B00606104","B002CN774"
"BC3001","Bella + Canvas Jersey Tee","Chestnut","#936655","L","5661984689","00884913771932","N/A","N/A","B00606105","B002CN775"
"BC3001","Bella + Canvas Jersey Tee","Chestnut","#936655","XL","4626080176","00884913771949","N/A","N/A","B00606106","B002CN776"
"BC3001","Bella + Canvas Jersey Tee","Chestnut","#936655","2XL","7655894831","00884913771956","N/A","N/A","B00606107","B002CN777"
"BC3001","Bella + Canvas Jersey Tee","Chestnut","#936655","3XL","3761577107","00884913771963","N/A","N/A","B00606108","B002CN778"
"BC3001","Bella + Canvas Jersey Tee","Chestnut","#936655","4XL","2695653782","00884913771970","N/A","N/A","B00606109","B002CN779"
"BC3001","Bella + Canvas Jersey Tee","Chestnut","#936655","5XL","7008958485",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Citron","#C9CBB5","XS","9368740492","00884913695252","N/A","N/A","B00606152","B002CNF82"
"BC3001","Bella + Canvas Jersey Tee","Citron","#C9CBB5","S","3985103862","00884913695269","N/A","N/A","B00606153","B002CNF83"
"BC3001","Bella + Canvas Jersey Tee","Citron","#C9CBB5","M","1097072281","00884913695276","N/A","N/A","B00606154","B002CNF84"
"BC3001","Bella + Canvas Jersey Tee","Citron","#C9CBB5","L","9079539104","00884913695283","N/A","N/A","B00606155","B002CNF85"
"BC3001","Bella + Canvas Jersey Tee","Citron","#C9CBB5","XL","9826055043","00884913695290","N/A","N/A","B00606156","B002CNF86"
"BC3001","Bella + Canvas Jersey Tee","Citron","#C9CBB5","2XL","2811536794","00884913695306","N/A","N/A","B00606157","B002CNF87"
"BC3001","Bella + Canvas Jersey Tee","Citron","#C9CBB5","3XL","1609325745","00884913695313","N/A","N/A","B00606158","B002CNF88"
"BC3001","Bella + Canvas Jersey Tee","Citron","#C9CBB5","4XL","6483665812","00884913695320","N/A","N/A","B00606159","B002CNF89"
"BC3001","Bella + Canvas Jersey Tee","Citron","#C9CBB5","5XL","5511060947",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Clay","#A65047","XS","1751204816","00884913830721","N/A","N/A","B00606592","B002CNHC2"
"BC3001","Bella + Canvas Jersey Tee","Clay","#A65047","S","2152991077","00884913830738","N/A","N/A","B00606593","B002CNHC3"
"BC3001","Bella + Canvas Jersey Tee","Clay","#A65047","M","4704227666","00884913830745","N/A","N/A","B00606594","B002CNHC4"
"BC3001","Bella + Canvas Jersey Tee","Clay","#A65047","L","5489510038","00884913830752","N/A","N/A","B00606595","B002CNHC5"
"BC3001","Bella + Canvas Jersey Tee","Clay","#A65047","XL","8469986215","00884913830769","N/A","N/A","B00606596","B002CNHC6"
"BC3001","Bella + Canvas Jersey Tee","Clay","#A65047","2XL","1078626430","00884913830776","N/A","N/A","B00606597","B002CNHC7"
"BC3001","Bella + Canvas Jersey Tee","Clay","#A65047","3XL","7054109712","00884913830783","N/A","N/A","B00606598","B002CNHC8"
"BC3001","Bella + Canvas Jersey Tee","Clay","#A65047","4XL","3698368114","00884913830790","N/A","N/A","B00606599","B002CNHC9"
"BC3001","Bella + Canvas Jersey Tee","Clay","#A65047","5XL","2562943400",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Columbia Blue","#6A8FC5","XS","3038945404","00884913677128","CV3001COBXS","N/A","B00606262","B002CN122"
"BC3001","Bella + Canvas Jersey Tee","Columbia Blue","#6A8FC5","S","6464272723","00884913677135","CV3001COBS","N/A","B00606263","B002CN123"
"BC3001","Bella + Canvas Jersey Tee","Columbia Blue","#6A8FC5","M","1529932768","00884913677142","CV3001COBM","N/A","B00606264","B002CN124"
"BC3001","Bella + Canvas Jersey Tee","Columbia Blue","#6A8FC5","L","4127533905","00884913677159","CV3001COBL","N/A","B00606265","B002CN125"
"BC3001","Bella + Canvas Jersey Tee","Columbia Blue","#6A8FC5","XL","6643556243","00884913677166","CV3001COBXL","N/A","B00606266","B002CN126"
"BC3001","Bella + Canvas Jersey Tee","Columbia Blue","#6A8FC5","2XL","5062320499","00884913677173","CV3001COBXXL","N/A","B00606267","B002CN127"
"BC3001","Bella + Canvas Jersey Tee","Columbia Blue","#6A8FC5","3XL","6907861008","00884913677180","CV3001COB3X","N/A","B00606268","B002CN128"
"BC3001","Bella + Canvas Jersey Tee","Columbia Blue","#6A8FC5","4XL","9849964986","00884913677197","N/A","N/A","B00606269","B002CN129"
"BC3001","Bella + Canvas Jersey Tee","Columbia Blue","#6A8FC5","5XL","4655395994",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Cool Blue","#122E54","XS","2802853645","00884913831124","N/A","N/A","B00606772","B002CNHD2"
"BC3001","Bella + Canvas Jersey Tee","Cool Blue","#122E54","S","6383837115","00884913831131","N/A","N/A","B00606773","B002CNHD3"
"BC3001","Bella + Canvas Jersey Tee","Cool Blue","#122E54","M","9080282496","00884913831148","N/A","N/A","B00606774","B002CNHD4"
"BC3001","Bella + Canvas Jersey Tee","Cool Blue","#122E54","L","4813606560","00884913831155","N/A","N/A","B00606775","B002CNHD5"
"BC3001","Bella + Canvas Jersey Tee","Cool Blue","#122E54","XL","8712370815","00884913831162","N/A","N/A","B00606776","B002CNHD6"
"BC3001","Bella + Canvas Jersey Tee","Cool Blue","#122E54","2XL","7877217175","00884913831179","N/A","N/A","B00606777","B002CNHD7"
"BC3001","Bella + Canvas Jersey Tee","Cool Blue","#122E54","3XL","1595059485","00884913831186","N/A","N/A","B00606778","B002CNHD8"
"BC3001","Bella + Canvas Jersey Tee","Cool Blue","#122E54","4XL","1401306243","00884913831193","N/A","N/A","B00606779","B002CNHD9"
"BC3001","Bella + Canvas Jersey Tee","Cool Blue","#122E54","5XL","8656428159",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Coral","#FF7F50","XS","3104250773","00884913173002","CV3001CORXS","1294171","B00606272","B002CN882"
"BC3001","Bella + Canvas Jersey Tee","Coral","#FF7F50","S","7215919911","00884913173019","CV3001CORS","1294172","B00606273","B002CN883"
"BC3001","Bella + Canvas Jersey Tee","Coral","#FF7F50","M","5927891817","00884913173026","CV3001CORM","1294173","B00606274","B002CN884"
"BC3001","Bella + Canvas Jersey Tee","Coral","#FF7F50","L","2229267055","00884913173033","CV3001CORL","1294174","B00606275","B002CN885"
"BC3001","Bella + Canvas Jersey Tee","Coral","#FF7F50","XL","6998821846","00884913173040","CV3001CORXL","1294175","B00606276","B002CN886"
"BC3001","Bella + Canvas Jersey Tee","Coral","#FF7F50","2XL","9903902460","00884913173057","CV3001CORXXL","1294181","B00606277","B002CN887"
"BC3001","Bella + Canvas Jersey Tee","Coral","#FF7F50","3XL","6280935998","00884913173064","CV3001COR3X","1294192","B00606278","B002CN888"
"BC3001","Bella + Canvas Jersey Tee","Coral","#FF7F50","4XL","4859180137","00884913173071","N/A","1294203","B00606279","B002CN889"
"BC3001","Bella + Canvas Jersey Tee","Coral","#FF7F50","5XL","8832208173",,"N/A","N/A","N/A","N/A"
"BC3001","Bella + Canvas Jersey Tee","Dark Grey","#646061","XS","4454487177","00884913388796","CV3001DGYXS","1294211","B00606142","B002CNET2"
